Date,Account,Debit,Credit
31-08-15,Non-Alcoholic Sales,,46
01-09-15,Non-Alcoholic Sales,,61
02-09-15,Non-Alcoholic Sales,,116
03-09-15,Non-Alcoholic Sales,,121
04-09-15,Non-Alcoholic Sales,,96
05-09-15,Non-Alcoholic Sales,,147
06-09-15,Non-Alcoholic Sales,,83
07-09-15,Non-Alcoholic Sales,,122
08-09-15,Non-Alcoholic Sales,,99
09-09-15,Non-Alcoholic Sales,,102
10-09-15,Non-Alcoholic Sales,,80
11-09-15,Non-Alcoholic Sales,,238
12-09-15,Non-Alcoholic Sales,,113
13-09-15,Non-Alcoholic Sales,,47
14-09-15,Non-Alcoholic Sales,,17
15-09-15,Non-Alcoholic Sales,,44
16-09-15,Non-Alcoholic Sales,,82
17-09-15,Non-Alcoholic Sales,,65
18-09-15,Non-Alcoholic Sales,,153
19-09-15,Non-Alcoholic Sales,,118
20-09-15,Non-Alcoholic Sales,,83
21-09-15,Non-Alcoholic Sales,,69
22-09-15,Non-Alcoholic Sales,,128
23-09-15,Non-Alcoholic Sales,,106
24-09-15,Non-Alcoholic Sales,,121
25-09-15,Non-Alcoholic Sales,,114
26-09-15,Non-Alcoholic Sales,,223
27-09-15,Non-Alcoholic Sales,,92
28-09-15,Non-Alcoholic Sales,,16
30-09-15,Non-Alcoholic Sales,,61
01-10-15,Non-Alcoholic Sales,,50
02-10-15,Non-Alcoholic Sales,,72
03-10-15,Non-Alcoholic Sales,,135
04-10-15,Non-Alcoholic Sales,,42
05-10-15,Non-Alcoholic Sales,,85
06-10-15,Non-Alcoholic Sales,,54
07-10-15,Non-Alcoholic Sales,,116
08-10-15,Non-Alcoholic Sales,,124
09-10-15,Non-Alcoholic Sales,,82
10-10-15,Non-Alcoholic Sales,,159
11-10-15,Non-Alcoholic Sales,,27
13-10-15,Non-Alcoholic Sales,,26
14-10-15,Non-Alcoholic Sales,,45
15-10-15,Non-Alcoholic Sales,,73
16-10-15,Non-Alcoholic Sales,,137
17-10-15,Non-Alcoholic Sales,,109
18-10-15,Non-Alcoholic Sales,,41
19-10-15,Non-Alcoholic Sales,,6
20-10-15,Non-Alcoholic Sales,,23
21-10-15,Non-Alcoholic Sales,,87
22-10-15,Non-Alcoholic Sales,,42
23-10-15,Non-Alcoholic Sales,,66
24-10-15,Non-Alcoholic Sales,,147
25-10-15,Non-Alcoholic Sales,,100
26-10-15,Non-Alcoholic Sales,,34
27-10-15,Non-Alcoholic Sales,,81
28-10-15,Non-Alcoholic Sales,,58
29-10-15,Non-Alcoholic Sales,,172
30-10-15,Non-Alcoholic Sales,,81
31-10-15,Non-Alcoholic Sales,,79
01-11-15,Non-Alcoholic Sales,,86
02-11-15,Non-Alcoholic Sales,,10
03-11-15,Non-Alcoholic Sales,,79
04-11-15,Non-Alcoholic Sales,,84
05-11-15,Non-Alcoholic Sales,,71
06-11-15,Non-Alcoholic Sales,,440
07-11-15,Non-Alcoholic Sales,,131
08-11-15,Non-Alcoholic Sales,,54
09-11-15,Non-Alcoholic Sales,,39
10-11-15,Non-Alcoholic Sales,,54
11-11-15,Non-Alcoholic Sales,,89
12-11-15,Non-Alcoholic Sales,,70
13-11-15,Non-Alcoholic Sales,,144
14-11-15,Non-Alcoholic Sales,,124
15-11-15,Non-Alcoholic Sales,,60
16-11-15,Non-Alcoholic Sales,,14
17-11-15,Non-Alcoholic Sales,,28
18-11-15,Non-Alcoholic Sales,,33
19-11-15,Non-Alcoholic Sales,,72
20-11-15,Non-Alcoholic Sales,,82
21-11-15,Non-Alcoholic Sales,,150
22-11-15,Non-Alcoholic Sales,,66
23-11-15,Non-Alcoholic Sales,,77
24-11-15,Non-Alcoholic Sales,,42
25-11-15,Non-Alcoholic Sales,,71
26-11-15,Non-Alcoholic Sales,,22
27-11-15,Non-Alcoholic Sales,,103
28-11-15,Non-Alcoholic Sales,,171
29-11-15,Non-Alcoholic Sales,,121
30-11-15,Non-Alcoholic Sales,,90
01-12-15,Non-Alcoholic Sales,,47
02-12-15,Non-Alcoholic Sales,,132
03-12-15,Non-Alcoholic Sales,,112
04-12-15,Non-Alcoholic Sales,,142
05-12-15,Non-Alcoholic Sales,,205
06-12-15,Non-Alcoholic Sales,,29
07-12-15,Non-Alcoholic Sales,,255
08-12-15,Non-Alcoholic Sales,,116
09-12-15,Non-Alcoholic Sales,,114
10-12-15,Non-Alcoholic Sales,,77
11-12-15,Non-Alcoholic Sales,,227
12-12-15,Non-Alcoholic Sales,,237
13-12-15,Non-Alcoholic Sales,,45
14-12-15,Non-Alcoholic Sales,,71
15-12-15,Non-Alcoholic Sales,,46
16-12-15,Non-Alcoholic Sales,,172
17-12-15,Non-Alcoholic Sales,,14
18-12-15,Non-Alcoholic Sales,,129
19-12-15,Non-Alcoholic Sales,,148
20-12-15,Non-Alcoholic Sales,,136
21-12-15,Non-Alcoholic Sales,,118
22-12-15,Non-Alcoholic Sales,,141
23-12-15,Non-Alcoholic Sales,,94
26-12-15,Non-Alcoholic Sales,,77
27-12-15,Non-Alcoholic Sales,,64
28-12-15,Non-Alcoholic Sales,,52
29-12-15,Non-Alcoholic Sales,,157
30-12-15,Non-Alcoholic Sales,,145
31-12-15,Non-Alcoholic Sales,,163
02-01-16,Non-Alcoholic Sales,,147
02-01-16,Non-Alcoholic Sales,,73
06-01-16,Non-Alcoholic Sales,,72
07-01-16,Non-Alcoholic Sales,,76
08-01-16,Non-Alcoholic Sales,,98
09-01-16,Non-Alcoholic Sales,,243
10-01-16,Non-Alcoholic Sales,,37
11-01-16,Non-Alcoholic Sales,,43
12-01-16,Non-Alcoholic Sales,,45
13-01-16,Non-Alcoholic Sales,,76
14-01-16,Non-Alcoholic Sales,,36
15-01-16,Non-Alcoholic Sales,,89
16-01-16,Non-Alcoholic Sales,,170
17-01-16,Non-Alcoholic Sales,,86
18-01-16,Non-Alcoholic Sales,,56
19-01-16,Non-Alcoholic Sales,,78
20-01-16,Non-Alcoholic Sales,,102
21-01-16,Non-Alcoholic Sales,,55
22-01-16,Non-Alcoholic Sales,,116
23-01-16,Non-Alcoholic Sales,,140
24-01-16,Non-Alcoholic Sales,,36
25-01-16,Non-Alcoholic Sales,,31
26-01-16,Non-Alcoholic Sales,,48
27-01-16,Non-Alcoholic Sales,,45
28-01-16,Non-Alcoholic Sales,,76
29-01-16,Non-Alcoholic Sales,,172
30-01-16,Non-Alcoholic Sales,,165
31-01-16,Non-Alcoholic Sales,,39
01-02-16,Non-Alcoholic Sales,,48
02-02-16,Non-Alcoholic Sales,,18
03-02-16,Non-Alcoholic Sales,,39
04-02-16,Non-Alcoholic Sales,,51
05-02-16,Non-Alcoholic Sales,,157
06-02-16,Non-Alcoholic Sales,,236
07-02-16,Non-Alcoholic Sales,,51
08-02-16,Non-Alcoholic Sales,,59
09-02-16,Non-Alcoholic Sales,,117
10-02-16,Non-Alcoholic Sales,,56
,,295,183683
,,,
08-09-11,Soft Drink Sales,,6
09-09-11,Soft Drink Sales,,19
10-09-11,Soft Drink Sales,,36
11-09-11,Soft Drink Sales,,39
13-09-11,Soft Drink Sales,,11
15-09-11,Soft Drink Sales,,3
16-09-11,Soft Drink Sales,4,
16-09-11,Soft Drink Sales,7,
16-09-11,Soft Drink Sales,,112
16-09-11,Soft Drink Sales,,11
17-09-11,Soft Drink Sales,,8
18-09-11,Soft Drink Sales,,17
20-09-11,Soft Drink Sales,,3
21-09-11,Soft Drink Sales,,8
23-09-11,Soft Drink Sales,,6
24-09-11,Soft Drink Sales,,17
25-09-11,Soft Drink Sales,,14
27-09-11,Soft Drink Sales,,8
28-09-11,Soft Drink Sales,,8
29-09-11,Soft Drink Sales,,8
30-09-11,Soft Drink Sales,,6
01-10-11,Soft Drink Sales,,11
02-10-11,Soft Drink Sales,,8
05-10-11,Soft Drink Sales,,8
06-10-11,Soft Drink Sales,,25
07-10-11,Soft Drink Sales,,14
11-10-11,Soft Drink Sales,,6
12-10-11,Soft Drink Sales,,6
13-10-11,Soft Drink Sales,,3
14-10-11,Soft Drink Sales,,10
15-10-11,Soft Drink Sales,,22
16-10-11,Soft Drink Sales,,3
18-10-11,Soft Drink Sales,,6
19-10-11,Soft Drink Sales,,8
20-10-11,Soft Drink Sales,,6
21-10-11,Soft Drink Sales,,23
23-10-11,Soft Drink Sales,,21
26-10-11,Soft Drink Sales,,8
27-10-11,Soft Drink Sales,,4
28-10-11,Soft Drink Sales,,22
29-10-11,Soft Drink Sales,,14
30-10-11,Soft Drink Sales,,3
01-11-11,Soft Drink Sales,,3
02-11-11,Soft Drink Sales,,3
04-11-11,Soft Drink Sales,,26
05-11-11,Soft Drink Sales,,34
06-11-11,Soft Drink Sales,,4
08-11-11,Soft Drink Sales,,8
10-11-11,Soft Drink Sales,,10
11-11-11,Soft Drink Sales,,13
11-11-11,Soft Drink Sales,,25
11-11-11,Soft Drink Sales,,177
12-11-11,Soft Drink Sales,,8
16-11-11,Soft Drink Sales,,3
17-11-11,Soft Drink Sales,,5
18-11-11,Soft Drink Sales,,13
19-11-11,Soft Drink Sales,,11
20-11-11,Soft Drink Sales,,17
22-11-11,Soft Drink Sales,,3
23-11-11,Soft Drink Sales,,6
24-11-11,Soft Drink Sales,177,
24-11-11,Soft Drink Sales,,20
25-11-11,Soft Drink Sales,,6
26-11-11,Soft Drink Sales,,49
27-11-11,Soft Drink Sales,,3
30-11-11,Soft Drink Sales,,3
01-12-11,Soft Drink Sales,,13
02-12-11,Soft Drink Sales,,14
03-12-11,Soft Drink Sales,,14
04-12-11,Soft Drink Sales,,6
07-12-11,Soft Drink Sales,,3
09-12-11,Soft Drink Sales,,52
09-12-11,Soft Drink Sales,,8
10-12-11,Soft Drink Sales,,8
11-12-11,Soft Drink Sales,,6
13-12-11,Soft Drink Sales,,6
14-12-11,Soft Drink Sales,,3
15-12-11,Soft Drink Sales,,19
16-12-11,Soft Drink Sales,123,
17-12-11,Soft Drink Sales,,3
18-12-11,Soft Drink Sales,,15
20-12-11,Soft Drink Sales,,14
21-12-11,Soft Drink Sales,,14
22-12-11,Soft Drink Sales,,14
23-12-11,Soft Drink Sales,,18
29-12-11,Soft Drink Sales,,6
30-12-11,Soft Drink Sales,,8
31-12-11,Soft Drink Sales,,3
31-12-11,Soft Drink Sales,,123
05-01-12,Soft Drink Sales,,18
06-01-12,Soft Drink Sales,,22
07-01-12,Soft Drink Sales,,27
08-01-12,Soft Drink Sales,,3
10-01-12,Soft Drink Sales,,13
12-01-12,Soft Drink Sales,,19
12-01-12,Soft Drink Sales,85,
12-01-12,Soft Drink Sales,,11
13-01-12,Soft Drink Sales,,3
14-01-12,Soft Drink Sales,,15
17-01-12,Soft Drink Sales,,8
18-01-12,Soft Drink Sales,,14
20-01-12,Soft Drink Sales,,9
21-01-12,Soft Drink Sales,,3
22-01-12,Soft Drink Sales,,17
24-01-12,Soft Drink Sales,,8
26-01-12,Soft Drink Sales,,6
27-01-12,Soft Drink Sales,,14
27-01-12,Soft Drink Sales,,28
28-01-12,Soft Drink Sales,,19
30-01-12,Soft Drink Sales,,11
31-01-12,Soft Drink Sales,,3
01-02-12,Soft Drink Sales,,6
02-02-12,Soft Drink Sales,,6
03-02-12,Soft Drink Sales,,3
04-02-12,Soft Drink Sales,,6
05-02-12,Soft Drink Sales,,6
07-02-12,Soft Drink Sales,,3
09-02-12,Soft Drink Sales,,3
10-02-12,Soft Drink Sales,,6
11-02-12,Soft Drink Sales,,8
14-02-12,Soft Drink Sales,,23
16-02-12,Soft Drink Sales,,9
17-02-12,Soft Drink Sales,,10
18-02-12,Soft Drink Sales,,6
19-02-12,Soft Drink Sales,,4
21-02-12,Soft Drink Sales,,6
22-02-12,Soft Drink Sales,,4
25-02-12,Soft Drink Sales,,8
26-02-12,Soft Drink Sales,,13
28-02-12,Soft Drink Sales,,8
29-02-12,Soft Drink Sales,,4
01-03-12,Soft Drink Sales,,3
02-03-12,Soft Drink Sales,,8
03-03-12,Soft Drink Sales,,26
04-03-12,Soft Drink Sales,,22
06-03-12,Soft Drink Sales,,6
07-03-12,Soft Drink Sales,,23
09-03-12,Soft Drink Sales,,17
10-03-12,Soft Drink Sales,,24
11-03-12,Soft Drink Sales,,25
13-03-12,Soft Drink Sales,,4
15-03-12,Soft Drink Sales,,27
16-03-12,Soft Drink Sales,,11
17-03-12,Soft Drink Sales,,22
18-03-12,Soft Drink Sales,,23
20-03-12,Soft Drink Sales,,8
21-03-12,Soft Drink Sales,,14
22-03-12,Soft Drink Sales,,8
23-03-12,Soft Drink Sales,,14
24-03-12,Soft Drink Sales,,17
25-03-12,Soft Drink Sales,,31
28-03-12,Soft Drink Sales,,3
29-03-12,Soft Drink Sales,,3
30-03-12,Soft Drink Sales,,3
01-04-12,Soft Drink Sales,,17
04-04-12,Soft Drink Sales,,11
05-04-12,Soft Drink Sales,,3
06-04-12,Soft Drink Sales,,15
07-04-12,Soft Drink Sales,,14
08-04-12,Soft Drink Sales,,15
10-04-12,Soft Drink Sales,,6
11-04-12,Soft Drink Sales,,9
13-04-12,Soft Drink Sales,,14
14-04-12,Soft Drink Sales,,18
15-04-12,Soft Drink Sales,,3
17-04-12,Soft Drink Sales,,6
18-04-12,Soft Drink Sales,,8
19-04-12,Soft Drink Sales,,7
20-04-12,Soft Drink Sales,,8
21-04-12,Soft Drink Sales,,13
22-04-12,Soft Drink Sales,,18
24-04-12,Soft Drink Sales,,8
25-04-12,Soft Drink Sales,,13
26-04-12,Soft Drink Sales,,20
27-04-12,Soft Drink Sales,,8
28-04-12,Soft Drink Sales,,30
29-04-12,Soft Drink Sales,,26
01-05-12,Soft Drink Sales,,11
03-05-12,Soft Drink Sales,,14
04-05-12,Soft Drink Sales,,25
06-05-12,Soft Drink Sales,,18
09-05-12,Soft Drink Sales,,11
,,396,2515
,,,
08-09-11,Wine Sales,,634
09-09-11,Wine Sales,,934
10-09-11,Wine Sales,,2061
11-09-11,Wine Sales,,1055
13-09-11,Wine Sales,,983
14-09-11,Wine Sales,,646
15-09-11,Wine Sales,,1507
16-09-11,Wine Sales,,1559
17-09-11,Wine Sales,,1417
18-09-11,Wine Sales,,1806
20-09-11,Wine Sales,,994
21-09-11,Wine Sales,,909
22-09-11,Wine Sales,,1878
23-09-11,Wine Sales,,1602
24-09-11,Wine Sales,,2347
25-09-11,Wine Sales,,1103
27-09-11,Wine Sales,,710
28-09-11,Wine Sales,,964
29-09-11,Wine Sales,,1124
30-09-11,Wine Sales,,2167
01-10-11,Wine Sales,,1540
02-10-11,Wine Sales,,1038
04-10-11,Wine Sales,,964
05-10-11,Wine Sales,,1619
06-10-11,Wine Sales,,1566
07-10-11,Wine Sales,,2008
08-10-11,Wine Sales,,1614
11-10-11,Wine Sales,,759
12-10-11,Wine Sales,,983
13-10-11,Wine Sales,,1017
14-10-11,Wine Sales,,2242
15-10-11,Wine Sales,,1517
16-10-11,Wine Sales,,760
18-10-11,Wine Sales,,854
19-10-11,Wine Sales,,597
20-10-11,Wine Sales,,886
21-10-11,Wine Sales,,1908
22-10-11,Wine Sales,,1396
23-10-11,Wine Sales,,653
25-10-11,Wine Sales,,536
26-10-11,Wine Sales,,553
27-10-11,Wine Sales,,962
28-10-11,Wine Sales,,1620
29-10-11,Wine Sales,,1335
30-10-11,Wine Sales,,939
01-11-11,Wine Sales,,875
02-11-11,Wine Sales,,765
03-11-11,Wine Sales,,669
04-11-11,Wine Sales,,2279
05-11-11,Wine Sales,,1388
06-11-11,Wine Sales,,410
08-11-11,Wine Sales,,529
09-11-11,Wine Sales,,982
10-11-11,Wine Sales,,1390
11-11-11,Wine Sales,,1490
11-11-11,Wine Sales,,718
12-11-11,Wine Sales,,1810
15-11-11,Wine Sales,,421
16-11-11,Wine Sales,,1163
17-11-11,Wine Sales,,472
18-11-11,Wine Sales,,1486
19-11-11,Wine Sales,,1350
20-11-11,Wine Sales,,577
22-11-11,Wine Sales,,628
23-11-11,Wine Sales,,656
24-11-11,Wine Sales,,961
25-11-11,Wine Sales,,1782
26-11-11,Wine Sales,,1315
27-11-11,Wine Sales,,1020
29-11-11,Wine Sales,,926
30-11-11,Wine Sales,,1246
01-12-11,Wine Sales,,877
02-12-11,Wine Sales,,1793
03-12-11,Wine Sales,,1898
04-12-11,Wine Sales,,592
06-12-11,Wine Sales,,1113
07-12-11,Wine Sales,,1608
09-12-11,Wine Sales,,1333
09-12-11,Wine Sales,,1366
10-12-11,Wine Sales,,797
11-12-11,Wine Sales,,1923
13-12-11,Wine Sales,,900
14-12-11,Wine Sales,,1772
15-12-11,Wine Sales,,1750
16-12-11,Wine Sales,,1334
17-12-11,Wine Sales,,1375
18-12-11,Wine Sales,,550
20-12-11,Wine Sales,,1751
21-12-11,Wine Sales,,2097
22-12-11,Wine Sales,,1061
23-12-11,Wine Sales,,824
29-12-11,Wine Sales,,1195
30-12-11,Wine Sales,,1210
31-12-11,Wine Sales,,1357
05-01-12,Wine Sales,,1479
06-01-12,Wine Sales,,1990
07-01-12,Wine Sales,,2319
08-01-12,Wine Sales,,424
10-01-12,Wine Sales,,552
12-01-12,Wine Sales,,710
12-01-12,Wine Sales,,1802
13-01-12,Wine Sales,,1702
14-01-12,Wine Sales,,2271
15-01-12,Wine Sales,,869
17-01-12,Wine Sales,,592
18-01-12,Wine Sales,,647
19-01-12,Wine Sales,,941
20-01-12,Wine Sales,,1630
21-01-12,Wine Sales,,1887
22-01-12,Wine Sales,,574
24-01-12,Wine Sales,,544
26-01-12,Wine Sales,,877
27-01-12,Wine Sales,,979
27-01-12,Wine Sales,,1749
28-01-12,Wine Sales,,1314
30-01-12,Wine Sales,,474
31-01-12,Wine Sales,,648
31-01-12,Wine Sales,,95
01-02-12,Wine Sales,,869
02-02-12,Wine Sales,,716
03-02-12,Wine Sales,,1536
04-02-12,Wine Sales,,2055
05-02-12,Wine Sales,,368
07-02-12,Wine Sales,,395
08-02-12,Wine Sales,,843
09-02-12,Wine Sales,,882
10-02-12,Wine Sales,,1274
11-02-12,Wine Sales,,1814
12-02-12,Wine Sales,,560
14-02-12,Wine Sales,,1539
15-02-12,Wine Sales,,1103
16-02-12,Wine Sales,,854
17-02-12,Wine Sales,,1631
18-02-12,Wine Sales,,1550
19-02-12,Wine Sales,,1137
21-02-12,Wine Sales,,317
22-02-12,Wine Sales,,649
23-02-12,Wine Sales,,936
24-02-12,Wine Sales,,1366
25-02-12,Wine Sales,,1529
26-02-12,Wine Sales,,574
28-02-12,Wine Sales,,595
29-02-12,Wine Sales,,690
29-02-12,Wine Sales,,261
01-03-12,Wine Sales,,720
02-03-12,Wine Sales,,1498
03-03-12,Wine Sales,,1850
04-03-12,Wine Sales,,1246
06-03-12,Wine Sales,,407
07-03-12,Wine Sales,,944
08-03-12,Wine Sales,,866
09-03-12,Wine Sales,,1864
10-03-12,Wine Sales,,2065
11-03-12,Wine Sales,,627
13-03-12,Wine Sales,,907
14-03-12,Wine Sales,,1157
15-03-12,Wine Sales,,1179
16-03-12,Wine Sales,,2242
17-03-12,Wine Sales,,1934
18-03-12,Wine Sales,,1046
20-03-12,Wine Sales,,1221
21-03-12,Wine Sales,,1167
22-03-12,Wine Sales,,1307
23-03-12,Wine Sales,,2170
24-03-12,Wine Sales,,2036
25-03-12,Wine Sales,,608
27-03-12,Wine Sales,,727
28-03-12,Wine Sales,,810
29-03-12,Wine Sales,,1103
30-03-12,Wine Sales,,2273
31-03-12,Wine Sales,,2552
31-03-12,Wine Sales,,191
01-04-12,Wine Sales,,857
03-04-12,Wine Sales,,1212
04-04-12,Wine Sales,,706
05-04-12,Wine Sales,,2013
06-04-12,Wine Sales,,1988
07-04-12,Wine Sales,,1719
08-04-12,Wine Sales,,877
10-04-12,Wine Sales,,1770
11-04-12,Wine Sales,,1220
12-04-12,Wine Sales,,1359
13-04-12,Wine Sales,,2731
14-04-12,Wine Sales,,2157
15-04-12,Wine Sales,,1240
17-04-12,Wine Sales,,1072
18-04-12,Wine Sales,,840
19-04-12,Wine Sales,,2243
20-04-12,Wine Sales,,2193
21-04-12,Wine Sales,,2155
22-04-12,Wine Sales,,1444
24-04-12,Wine Sales,,1736
25-04-12,Wine Sales,,1013
26-04-12,Wine Sales,,1924
27-04-12,Wine Sales,,2149
28-04-12,Wine Sales,,2592
29-04-12,Wine Sales,,919
30-04-12,Wine Sales,,235
01-05-12,Wine Sales,,1219
02-05-12,Wine Sales,,819
03-05-12,Wine Sales,,1640
04-05-12,Wine Sales,,2293
05-05-12,Wine Sales,,2613
06-05-12,Wine Sales,,817
08-05-12,Wine Sales,,2071
09-05-12,Wine Sales,,1249
10-05-12,Wine Sales,,1360
11-05-12,Wine Sales,,2131
12-05-12,Wine Sales,,1710
13-05-12,Wine Sales,,1919
15-05-12,Wine Sales,,1106
16-05-12,Wine Sales,,1021
17-05-12,Wine Sales,,1872
18-05-12,Wine Sales,,1815
19-05-12,Wine Sales,,22
19-05-12,Wine Sales,,2277
20-05-12,Wine Sales,,169
20-05-12,Wine Sales,,1437
22-05-12,Wine Sales,,777
23-05-12,Wine Sales,,1546
24-05-12,Wine Sales,,1942
25-05-12,Wine Sales,,2233
26-05-12,Wine Sales,,180
26-05-12,Wine Sales,,3506
27-05-12,Wine Sales,,34
27-05-12,Wine Sales,,1746
29-05-12,Wine Sales,,1144
30-05-12,Wine Sales,,814
31-05-12,Wine Sales,,1904
31-05-12,Wine Sales,,116
01-06-12,Wine Sales,,1673
02-06-12,Wine Sales,,154
02-06-12,Wine Sales,,2885
03-06-12,Wine Sales,,348
03-06-12,Wine Sales,,1458
04-06-12,Wine Sales,0,
05-06-12,Wine Sales,,1407
06-06-12,Wine Sales,,2360
07-06-12,Wine Sales,,1989
08-06-12,Wine Sales,,2609
09-06-12,Wine Sales,,2177
09-06-12,Wine Sales,,40
10-06-12,Wine Sales,,882
10-06-12,Wine Sales,,87
12-06-12,Wine Sales,,1752
13-06-12,Wine Sales,,1488
14-06-12,Wine Sales,,2289
15-06-12,Wine Sales,,2278
16-06-12,Wine Sales,,2710
17-06-12,Wine Sales,,931
18-06-12,Wine Sales,,3060
19-06-12,Wine Sales,,1503
20-06-12,Wine Sales,,1451
21-06-12,Wine Sales,,2729
22-06-12,Wine Sales,,2990
23-06-12,Wine Sales,,1696
24-06-12,Wine Sales,,1375
26-06-12,Wine Sales,,2273
27-06-12,Wine Sales,,1872
28-06-12,Wine Sales,,1316
29-06-12,Wine Sales,,2021
30-06-12,Wine Sales,,2362
01-07-12,Wine Sales,,703
03-07-12,Wine Sales,,1248
04-07-12,Wine Sales,,979
05-07-12,Wine Sales,,1405
06-07-12,Wine Sales,,1541
07-07-12,Wine Sales,,2427
08-07-12,Wine Sales,,795
10-07-12,Wine Sales,,1487
11-07-12,Wine Sales,,2306
12-07-12,Wine Sales,,1884
13-07-12,Wine Sales,,2721
14-07-12,Wine Sales,,2106
15-07-12,Wine Sales,,930
17-07-12,Wine Sales,,1040
18-07-12,Wine Sales,,2173
20-07-12,Wine Sales,,2203
20-07-12,Wine Sales,,2367
21-07-12,Wine Sales,,1566
22-07-12,Wine Sales,,627
24-07-12,Wine Sales,,1820
25-07-12,Wine Sales,,1425
26-07-12,Wine Sales,,1736
27-07-12,Wine Sales,,1454
28-07-12,Wine Sales,,1518
29-07-12,Wine Sales,,1543
31-07-12,Wine Sales,,1587
01-08-12,Wine Sales,,2221
02-08-12,Wine Sales,,2350
03-08-12,Wine Sales,,1680
04-08-12,Wine Sales,,1068
05-08-12,Wine Sales,,796
08-08-12,Wine Sales,,1105
09-08-12,Wine Sales,,1469
10-08-12,Wine Sales,,1145
10-08-12,Wine Sales,,2424
11-08-12,Wine Sales,,1912
12-08-12,Wine Sales,,856
14-08-12,Wine Sales,,839
15-08-12,Wine Sales,,1574
16-08-12,Wine Sales,,2174
17-08-12,Wine Sales,,2440
19-08-12,Wine Sales,,1875
19-08-12,Wine Sales,,768
21-08-12,Wine Sales,,1491
22-08-12,Wine Sales,,2051
23-08-12,Wine Sales,,1649
24-08-12,Wine Sales,,1922
25-08-12,Wine Sales,,2547
26-08-12,Wine Sales,,1266
28-08-12,Wine Sales,,1423
29-08-12,Wine Sales,,1581
30-08-12,Wine Sales,,2119
31-08-12,Wine Sales,,2626
01-09-12,Wine Sales,,1823
02-09-12,Wine Sales,,2231
04-09-12,Wine Sales,,912
05-09-12,Wine Sales,,973
06-09-12,Wine Sales,,1668
07-09-12,Wine Sales,,2450
08-09-12,Wine Sales,,3144
09-09-12,Wine Sales,,1448
11-09-12,Wine Sales,,1522
12-09-12,Wine Sales,,973
13-09-12,Wine Sales,,1205
14-09-12,Wine Sales,,2309
15-09-12,Wine Sales,,2682
16-09-12,Wine Sales,0,
16-09-12,Wine Sales,,1104
18-09-12,Wine Sales,,1265
19-09-12,Wine Sales,,1349
20-09-12,Wine Sales,,1686
21-09-12,Wine Sales,,2524
22-09-12,Wine Sales,,2493
23-09-12,Wine Sales,,1269
25-09-12,Wine Sales,,1229
26-09-12,Wine Sales,,1223
27-09-12,Wine Sales,,887
28-09-12,Wine Sales,,2409
29-09-12,Wine Sales,,2410
30-09-12,Wine Sales,,693
02-10-12,Wine Sales,,1538
03-10-12,Wine Sales,,579
04-10-12,Wine Sales,,1190
05-10-12,Wine Sales,,1176
06-10-12,Wine Sales,,1519
07-10-12,Wine Sales,,516
09-10-12,Wine Sales,,918
10-10-12,Wine Sales,,820
11-10-12,Wine Sales,,964
12-10-12,Wine Sales,,2778
13-10-12,Wine Sales,,2106
14-10-12,Wine Sales,,866
15-10-12,Wine Sales,,1027
16-10-12,Wine Sales,,1086
17-10-12,Wine Sales,,784
18-10-12,Wine Sales,,1020
19-10-12,Wine Sales,,2142
20-10-12,Wine Sales,,2482
21-10-12,Wine Sales,,1166
22-10-12,Wine Sales,,486
23-10-12,Wine Sales,,697
24-10-12,Wine Sales,,1416
25-10-12,Wine Sales,,1497
26-10-12,Wine Sales,,3215
27-10-12,Wine Sales,,2199
28-10-12,Wine Sales,,1025
29-10-12,Wine Sales,,300
30-10-12,Wine Sales,,852
31-10-12,Wine Sales,,654
01-11-12,Wine Sales,,1496
02-11-12,Wine Sales,,2453
03-11-12,Wine Sales,,2642
04-11-12,Wine Sales,,963
05-11-12,Wine Sales,,1003
06-11-12,Wine Sales,,545
07-11-12,Wine Sales,,1051
08-11-12,Wine Sales,,1244
09-11-12,Wine Sales,,2543
10-11-12,Wine Sales,,2755
11-11-12,Wine Sales,,764
12-11-12,Wine Sales,,830
13-11-12,Wine Sales,,1512
14-11-12,Wine Sales,,520
15-11-12,Wine Sales,,1095
16-11-12,Wine Sales,,2365
17-11-12,Wine Sales,,2311
18-11-12,Wine Sales,,821
19-11-12,Wine Sales,,338
20-11-12,Wine Sales,,1112
21-11-12,Wine Sales,,838
22-11-12,Wine Sales,,1257
23-11-12,Wine Sales,,2225
24-11-12,Wine Sales,,2381
25-11-12,Wine Sales,,621
26-11-12,Wine Sales,,924
27-11-12,Wine Sales,,902
28-11-12,Wine Sales,,1036
29-11-12,Wine Sales,,1621
30-11-12,Wine Sales,,2535
01-12-12,Wine Sales,,2813
02-12-12,Wine Sales,,1072
03-12-12,Wine Sales,,499
04-12-12,Wine Sales,,1858
05-12-12,Wine Sales,,647
06-12-12,Wine Sales,,2081
07-12-12,Wine Sales,,3298
08-12-12,Wine Sales,,2361
09-12-12,Wine Sales,,892
10-12-12,Wine Sales,,1200
11-12-12,Wine Sales,,952
12-12-12,Wine Sales,,3105
13-12-12,Wine Sales,,2234
14-12-12,Wine Sales,,2442
15-12-12,Wine Sales,,2603
16-12-12,Wine Sales,,1351
17-12-12,Wine Sales,,962
18-12-12,Wine Sales,,2496
19-12-12,Wine Sales,,2800
20-12-12,Wine Sales,,1408
21-12-12,Wine Sales,,3476
22-12-12,Wine Sales,,2130
